sp,feature,sub_feature,variant,css_spec_section,implemented,implementation_file,has_unit_test,pixel_test_id,pixel_compared_with_chromium,pixel_result,pixel_diff_pct,perf_compared_with_chromium,perf_ratio,notes
SP12,flex-shrink,value,1,css-flexbox-1 §7.3,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Default shrink factor
SP12,flex-shrink,value,custom,css-flexbox-1 §7.3,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Proportional negative space share
SP12,flex-basis,value,auto,css-flexbox-1 §7.4,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Use width/height as basis
SP12,flex-basis,value,0,css-flexbox-1 §7.4,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Zero basis; all space distributed
SP12,flex-basis,value,px,css-flexbox-1 §7.4,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Fixed pixel flex basis
SP12,flex-basis,value,%,css-flexbox-1 §7.4,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Percentage of flex container main size
SP12,flex-basis,value,content,css-flexbox-1 §7.4,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Intrinsic content size as basis
SP12,order,value,0,css-flexbox-1 §5.4,yes,openui-layout/src/flex/algorithm.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Default ordering
SP12,order,value,positive,css-flexbox-1 §5.4,yes,openui-layout/src/flex/algorithm.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Move later in visual order
SP12,order,value,negative,css-flexbox-1 §5.4,yes,openui-layout/src/flex/algorithm.rs; openui-layout/src/flex/item.rs,yes,,no,not_run,,no,not_run,Move earlier in visual order
SP12,column-count,value,auto,css-multicol-1 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Column count determined by width
SP12,column-count,value,integer,css-multicol-1 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/multicol/mod.rs,yes,multicol_2_columns,no,not_run,,no,not_run,Explicit column count
SP12,column-width,value,auto,css-multicol-1 §3.2,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Column width determined by count
SP12,column-width,value,length,css-multicol-1 §3.2,yes,openui-layout/src/multicol/mod.rs,yes,multicol_column_width,no,not_run,,no,not_run,Explicit column width
SP12,column-gap,value,normal,css-multicol-1 §5,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,UA default gap (typically 1em)
SP12,column-gap,value,length,css-multicol-1 §5,yes,openui-layout/src/multicol/mod.rs,yes,multicol_column_gap,no,not_run,,no,not_run,Explicit gap between columns
SP12,column-rule,width,thin,css-multicol-1 §4,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Thin column rule
SP12,column-rule,width,medium,css-multicol-1 §4,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Medium column rule
SP12,column-rule,width,thick,css-multicol-1 §4,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Thick column rule
SP12,column-rule,style,solid,css-multicol-1 §4,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Solid column rule style
SP12,column-span,value,none,css-multicol-1 §6,yes,openui-style/src/enums.rs; openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Element contained within column
SP12,column-span,value,all,css-multicol-1 §6,yes,openui-style/src/enums.rs; openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Element spans all columns
SP12,break-before,value,auto,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-before: auto
SP12,break-before,value,avoid,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-before: avoid
SP12,break-before,value,page,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-before: page
SP12,break-before,value,column,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-before: column
SP12,break-after,value,auto,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-after: auto
SP12,break-after,value,avoid,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-after: avoid
SP12,break-after,value,page,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-after: page
SP12,break-after,value,column,css-break-3 §3.1,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-after: column
SP12,break-inside,value,auto,css-break-3 §3.2,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-inside: auto
SP12,break-inside,value,avoid,css-break-3 §3.2,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-inside: avoid
SP12,break-inside,value,avoid-page,css-break-3 §3.2,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-inside: avoid-page
SP12,break-inside,value,avoid-column,css-break-3 §3.2,yes,openui-style/src/enums.rs; openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Fragmentation: break-inside: avoid-column
SP12,orphans,value,integer,css-break-3 §4.1,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Minimum lines at bottom of fragment
SP12,widows,value,integer,css-break-3 §4.2,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Minimum lines at top of fragment
SP12,z-index,value,auto,css2 §9.9,yes,openui-style/src/enums.rs; openui-style/src/computed.rs,yes,,no,not_run,,no,not_run,No explicit stacking context
SP12,z-index,value,positive,css2 §9.9,yes,openui-style/src/enums.rs; openui-style/src/computed.rs,yes,z_index_stacking,yes,pass,0.0,no,not_run,Higher stacking order
SP12,z-index,value,negative,css2 §9.9,yes,openui-style/src/enums.rs; openui-style/src/computed.rs,yes,,no,not_run,,no,not_run,Lower stacking order
SP12,formatting-context,bfc-creation,float-triggers-bfc,css2 §9.4.1,yes,openui-layout/src/new_formatting_context.rs,yes,,no,not_run,,no,not_run,Floats establish new BFC
SP12,formatting-context,bfc-creation,overflow-triggers-bfc,css2 §9.4.1,yes,openui-layout/src/new_formatting_context.rs,yes,,no,not_run,,no,not_run,overflow!=visible creates BFC
SP12,formatting-context,bfc-creation,flow-root-triggers-bfc,css-display-3 §3,yes,openui-layout/src/new_formatting_context.rs,yes,,no,not_run,,no,not_run,display:flow-root creates BFC
SP12,formatting-context,bfc-creation,flex-item-bfc,css-flexbox-1 §4,yes,openui-layout/src/new_formatting_context.rs,yes,,no,not_run,,no,not_run,Flex items establish BFC
SP12,formatting-context,bfc-creation,abspos-triggers-bfc,css-position-3 §3,yes,openui-layout/src/new_formatting_context.rs,yes,,no,not_run,,no,not_run,Abspos elements create BFC
SP12,formatting-context,bfc-resolution,resolve-bfc-offset,css2 §9.4.1,yes,openui-layout/src/bfc_resolution.rs,yes,,no,not_run,,no,not_run,Deferred BFC block-offset resolution
SP12,margin-collapsing,rule,positive-positive,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,Larger positive wins
SP12,margin-collapsing,rule,negative-negative,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,More negative wins (abs larger)
SP12,margin-collapsing,rule,positive-negative,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,Sum positive and negative
SP12,margin-collapsing,rule,clearance-prevents,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,Clearance blocks collapsing
SP12,margin-collapsing,rule,bfc-prevents,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,BFC boundary blocks collapsing
SP12,margin-collapsing,rule,padding-border-prevent,css2 §8.3.1,yes,openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,Non-zero padding/border blocks collapsing
SP12,float,exclusion,exclusion-space-tracking,css2 §9.5,yes,openui-layout/src/exclusions/exclusion_space.rs,yes,,no,not_run,,no,not_run,Tracks float exclusion areas for placement
SP12,float,exclusion,float-stacking,css2 §9.5,yes,openui-layout/src/exclusions/exclusion_space.rs,yes,,no,not_run,,no,not_run,Adjacent floats stack horizontally
SP12,float,exclusion,float-avoidance,css2 §9.5,yes,openui-layout/src/exclusions/exclusion_space.rs; openui-layout/src/block.rs,yes,,no,not_run,,no,not_run,BFC content avoids float area
SP12,float,clearance,clear-with-margin-collapsing,css2 §9.5.2,yes,openui-layout/src/exclusions/exclusion_space.rs; openui-layout/src/margin_collapsing.rs,yes,,no,not_run,,no,not_run,Clearance interacts with margin collapsing
SP12,intrinsic-sizing,algorithm,min-content-block,css-sizing-3 §4.1,yes,openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Min-content for block layout
SP12,intrinsic-sizing,algorithm,max-content-block,css-sizing-3 §4.2,yes,openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,Max-content for block layout
SP12,intrinsic-sizing,algorithm,min-content-flex,css-sizing-3 §4.1,yes,openui-layout/src/flex/intrinsic.rs,yes,,no,not_run,,no,not_run,Min-content contribution of flex containers
SP12,intrinsic-sizing,algorithm,max-content-flex,css-sizing-3 §4.2,yes,openui-layout/src/flex/intrinsic.rs,yes,,no,not_run,,no,not_run,Max-content contribution of flex containers
SP12,intrinsic-sizing,algorithm,fit-content-formula,css-sizing-3 §4.3,yes,openui-layout/src/intrinsic_sizing.rs,yes,,no,not_run,,no,not_run,"min(max-content, max(min-content, stretch))"
SP12,length-resolution,unit,px,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Absolute pixel lengths
SP12,length-resolution,unit,%,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Percentage resolution against containing block
SP12,length-resolution,unit,em,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Font-size relative lengths
SP12,length-resolution,unit,rem,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Root font-size relative lengths
SP12,length-resolution,unit,vw-vh,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Viewport-relative lengths
SP12,length-resolution,keyword,auto,css-values-4 §6,yes,openui-layout/src/length_resolver.rs,yes,,no,not_run,,no,not_run,Auto keyword resolution varies by property
SP12,position,abspos,static-position-fallback,css-position-3 §5,yes,openui-layout/src/out_of_flow.rs,yes,,no,not_run,,no,not_run,Fallback when offsets are auto
SP12,position,abspos,containing-block-resolution,css-position-3 §5,yes,openui-layout/src/out_of_flow.rs,yes,,no,not_run,,no,not_run,Resolve against nearest positioned ancestor
SP12,position,abspos,auto-offset-resolution,css-position-3 §5,yes,openui-layout/src/out_of_flow.rs,yes,,no,not_run,,no,not_run,Auto offsets use static position
SP12,position,abspos,overconstrained,css-position-3 §5,yes,openui-layout/src/out_of_flow.rs,yes,,no,not_run,,no,not_run,Overconstrained offset handling
SP12,position,sticky,scroll-container,css-position-3 §3.4,yes,openui-layout/src/sticky.rs,yes,position_sticky_bottom,no,not_run,,no,not_run,Sticky within nearest scroll container
SP12,position,sticky,constraint-rect,css-position-3 §3.4,yes,openui-layout/src/sticky.rs,yes,,no,not_run,,no,not_run,Constrained within containing block
SP12,flex,algorithm,resolve-flexible-lengths,css-flexbox-1 §9.7,yes,openui-layout/src/flex/line_flexer.rs,yes,,no,not_run,,no,not_run,Core §9.7 resolve flexible lengths loop
SP12,flex,algorithm,min-max-violations,css-flexbox-1 §9.7,yes,openui-layout/src/flex/line_flexer.rs; openui-layout/src/size_constraints.rs,yes,,no,not_run,,no,not_run,Clamp to min/max during flex resolution
SP12,flex,algorithm,definite-cross-size,css-flexbox-1 §9.4,yes,openui-layout/src/flex/algorithm.rs,yes,,no,not_run,,no,not_run,Determine definite cross sizes
SP12,flex,algorithm,hypothetical-main-size,css-flexbox-1 §9.3,yes,openui-layout/src/flex/algorithm.rs,yes,,no,not_run,,no,not_run,Compute hypothetical main size for items
SP12,multicol,algorithm,column-balancing,css-multicol-1 §7,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Balance content across columns
SP12,multicol,algorithm,column-fill,css-multicol-1 §7.2,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Column fill: auto vs balance
SP12,multicol,algorithm,spanner-layout,css-multicol-1 §6,yes,openui-layout/src/multicol/mod.rs,yes,,no,not_run,,no,not_run,Layout spanning elements
SP12,fragmentation,algorithm,break-token,css-break-3 §2,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Resumable break token system
SP12,fragmentation,algorithm,best-breakpoint,css-break-3 §4,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Find optimal break point
SP12,fragmentation,algorithm,forced-break,css-break-3 §3,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Honor forced break-before/after
SP12,fragmentation,algorithm,unforced-break,css-break-3 §4,yes,openui-layout/src/fragmentation/mod.rs,yes,,no,not_run,,no,not_run,Evaluate unforced break opportunities
SP12,layout-infra,constraint,available-size,css-sizing-3,yes,openui-layout/src/constraint_space.rs,yes,,no,not_run,,no,not_run,Available inline/block size from parent
SP12,layout-infra,constraint,percentage-resolution-size,css-sizing-3,yes,openui-layout/src/constraint_space.rs,yes,,no,not_run,,no,not_run,Size for resolving percentages
SP12,layout-infra,result,fragment-geometry,css-sizing-3,yes,openui-layout/src/layout_result.rs,yes,,no,not_run,,no,not_run,Output fragment with position and size
SP12,layout-infra,inflow,block-offset-tracking,css2 §9.4,yes,openui-layout/src/inflow_position.rs,yes,,no,not_run,,no,not_run,Track BFC block offset during layout
SP12,border-radius,value,px,css-backgrounds-3 §5,yes,openui-paint/src/box_painter.rs,yes,border_radius,yes,fail,0.087708,no,not_run,Rounded corners via border-radius
SP12,opacity,value,number,css-color-4 §11,yes,openui-paint/src/box_painter.rs,yes,opacity_basic,yes,pass,0.0,no,not_run,Opacity value 0-1
SP12,visibility,value,hidden,css2 §11.2,yes,openui-style/src/enums.rs,yes,visibility_hidden,yes,pass,0.0,no,not_run,Element hidden but space reserved
SP12,gap,value,px,css-align-3 §8,yes,openui-layout/src/flex/algorithm.rs,yes,flex_gap,yes,pass,0.0,no,not_run,Gap between flex items
SP12,display,nesting,nested-blocks,css-display-3 §2,yes,openui-layout/src/block.rs,yes,nested_blocks,yes,pass,0.0,no,not_run,Nested block-level elements
