sp,feature,sub_feature,variant,css_spec_section,implemented,implementation_file,has_unit_test,pixel_test_id,pixel_compared_with_chromium,pixel_result,pixel_diff_pct,perf_compared_with_chromium,perf_ratio,notes
SP13,bidi,unicode_bidi,embed,CSS-Writing-3§2.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,UnicodeBidi::Embed → LRE/RLE + PDF control chars
SP13,bidi,visual_reorder,line_reorder,UAX9-L2,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,bidi_reorder_line() reverses runs at each level; Blink InlineLayoutAlgorithm::BidiReorder
SP13,score_line_breaker,penalties,consecutive_hyphens,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,Penalty 3000 for consecutive hyphens; compute_demerits()
SP13,score_line_breaker,penalties,orphan_lines,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,Penalty 5000 for orphan lines; text-wrap: pretty
SP13,score_line_breaker,penalties,fitness_class_transitions,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,FitnessClass transition_penalty(); h3_fitness_class_transitions
SP13,score_line_breaker,balance,score_computation,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,balance_score(); h3_balance_score_computation; wpt_balance_score tests
SP13,score_line_breaker,balance,fallback_greedy,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,Max 500 items before greedy fallback; h3_fallback_to_greedy_for_long_paragraphs
SP13,score_line_breaker,detection,requires_scoring,CSS-Text-4§5.4,yes,openui-layout/src/inline/score_line_breaker.rs,yes,,no,not_run,,no,,requires_scoring() true for balance/pretty; h3_requires_scoring_modes
SP13,text_justify,justification_method,auto,CSS-Text-3§7.4,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,detect_cjk_content() selects inter-word or inter-character
SP13,text_justify,justification_method,inter-word,CSS-Text-3§7.4,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,count_expansion_opportunities() counts word-spacing gaps
SP13,text_justify,justification_method,inter-character,CSS-Text-3§7.4,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,count_inter_character_opportunities(); CJK character boundaries
SP13,text_justify,justification_method,none,CSS-Text-3§7.4,yes,openui-layout/src/inline/algorithm.rs,no,,no,not_run,,no,,TextJustify::None disables justification expansion
SP13,text_overflow,truncation,ellipsis,CSS-Overflow-3§6.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,apply_text_overflow_ellipsis(); shapes U+2026; internal unit tests in algorithm.rs
SP13,text_overflow,truncation,ellipsis_rtl,CSS-Overflow-3§6.2,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,ellipsis_at_start for RTL; rtl_ellipsis_truncates_from_left internal test
SP13,tab_size,whitespace,tab_expansion,CSS-Text-3§3,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,expand_tabs() expands tab chars per tab-size property
SP13,letter_spacing,inline_spacing,applied,CSS-Text-3§8.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,style_to_font_description() passes letter_spacing to HarfBuzz shaping
SP13,word_spacing,inline_spacing,applied,CSS-Text-3§8.3,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,style_to_font_description() passes word_spacing to HarfBuzz shaping
SP13,text_transform,inline_processing,none,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::None; no transformation applied
SP13,text_transform,inline_processing,uppercase,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::Uppercase applied before white-space processing
SP13,text_transform,inline_processing,lowercase,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::Lowercase applied before white-space processing
SP13,text_transform,inline_processing,capitalize,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::Capitalize; first letter of each word uppercased
SP13,text_transform,inline_processing,full-width,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::FullWidth; maps to fullwidth Unicode forms
SP13,text_transform,inline_processing,full-size-kana,CSS-Text-3§2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,TextTransform::FullSizeKana; converts small kana to full-size
SP13,inline_box_state,mbp_tracking,single_line_full_mbp,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,single_line_span_gets_full_mbp; resolve_inline_start/end()
SP13,inline_box_state,mbp_tracking,multi_line_first,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multi_line_span_first_line_has_inline_start_mbp
SP13,inline_box_state,mbp_tracking,multi_line_last,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multi_line_span_last_line_has_inline_end_mbp
SP13,inline_box_state,mbp_tracking,multi_line_middle,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,multi_line_span_middle_line_no_inline_mbp
SP13,inline_box_state,mbp_tracking,nested_spans,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,nested_spans_multi_line; multiple nesting levels
SP13,inline_box_state,mbp_tracking,empty_span,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,empty_span_produces_no_crash; wpt_empty_inline_span_no_crash
SP13,inline_box_state,mbp_tracking,padding_border_contribution,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,span_with_padding_and_border_contributes_to_inline_size
SP13,inline_box_state,fragment_metadata,first_and_last_flags,CSS-Fragmentation-3§4.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,fragment_defaults_are_first_and_last; wpt_single_line_span_is_first_and_last
SP13,soft_hyphen,break_control,u00ad,CSS-Text-3§6,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,Soft hyphen (U+00AD) processed as break opportunity in manual/auto modes
SP13,hyphenate_limit_chars,break_control,min_chars,CSS-Text-3§6,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,set_hyphens() accepts limit chars; controls min chars before/after hyphen
SP13,cjk_line_breaking,break_rules,cjk_character_detection,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,is_cjk_character() checks Unicode CJK ranges
SP13,cjk_line_breaking,break_rules,cjk_break_opportunities,CSS-Text-3§5.2,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,is_cjk_break() allows breaks around CJK ideographs
SP13,trailing_space,whitespace,strip_collapsible,CSS-Text-3§4.1.3,yes,openui-layout/src/inline/line_breaker.rs,no,,no,not_run,,no,,strip_trailing_spaces() per CSS Text §4.1.3
SP13,trailing_space,whitespace,hang_width,CSS-Text-3§4.2,yes,openui-layout/src/inline/line_info.rs,no,,no,not_run,,no,,LineInfo.hang_width tracks trailing space hang for pre-wrap
SP13,writing_mode,vertical_interaction,font_orientation,CSS-Writing-4§7.2,yes,openui-layout/src/inline/items_builder.rs,no,,no,not_run,,no,,font_orientation(writing_mode + text_orientation) for vertical modes
SP13,integration,style_defaults,new_fields_stable,CSS-Inline-3,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,integration_new_style_fields_default; wpt_integration_style_defaults_stable
SP13,integration,layout_with_defaults,new_defaults,CSS-Inline-3,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,integration_layout_with_new_defaults; wpt_integration_layout_with_defaults
SP13,integration,text_wrap_field,setting,CSS-Text-4§5.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,integration_text_wrap_field_set; wpt_integration_text_wrap_balance_field
SP13,integration,initial_letter_field,setting,CSS-Inline-3§5,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,integration_initial_letter_field_set; style field roundtrip
SP13,pixel_rendering,inline_block,single_render,CSS2.2§9.2.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_single_renders; inline_block_single_position
SP13,pixel_rendering,inline_block,adjacent_blocks,CSS2.2§9.2.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_two_side_by_side; inline_block_three_side_by_side
SP13,pixel_rendering,inline_block,different_sizes,CSS2.2§9.2.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_different_sizes; various dimensions tested
SP13,pixel_rendering,inline_block,with_border,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_with_border_renders; border edge pixel tests
SP13,pixel_rendering,inline_block,with_padding,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_with_padding_renders; padding extends box
SP13,pixel_rendering,inline_block,with_margin,CSS2.2§8,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_margin_left_offset; inline_block_margin_between_two
SP13,pixel_rendering,inline_block,backgrounds,CSS-Backgrounds-3§3,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,cyan/magenta/yellow/orange/gray background pixel tests
SP13,pixel_rendering,inline_block,nesting,CSS2.2§9.2.4,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,inline_block_containing_block_child; inline_block_containing_inline_block
SP13,pixel_rendering,float_with_inline,exclusion,CSS2.1§9.5.1,yes,openui-layout/src/inline/line_width.rs,yes,,no,not_run,,no,,float_left_with_inline_block_beside; float_does_not_overlap_inline_block
SP13,pixel_rendering,block_in_inline,rendering,CSS2.2§9.2.1.1,yes,openui-layout/src/inline/algorithm.rs,yes,,no,not_run,,no,,block_in_inline_renders_block; block_in_inline_correct_color
SP13,inline_styling,background,color,CSS-Backgrounds-3§3,yes,openui-paint/src/box_painter.rs,yes,inline_background_color,yes,fail,0.809792,no,,Background color on inline elements
SP13,inline_styling,box_model,padding,CSS-Box-3§6,yes,openui-layout/src/inline/algorithm.rs,yes,inline_padding,yes,fail,0.896458,no,,Padding on inline elements
SP13,inline_styling,box_model,border,CSS-Backgrounds-3§4,yes,openui-layout/src/inline/algorithm.rs,yes,inline_border,yes,fail,0.463958,no,,Border on inline elements
